latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
45.17707,133.39027,301.07,1,1,2025-04-01,0105,Terra,MODIS,42,6.1NRT,269.38,8.49,D
45.16699,133.65675,315.54,1,1,2025-04-01,0105,Terra,MODIS,45,6.1NRT,282.14,13.59,D
45.17879,133.37787,307.42,1,1,2025-04-01,0105,Terra,MODIS,65,6.1NRT,269.78,12.38,D
52.83472,116.91671,302.93,1.21,1.09,2025-04-01,0238,Terra,MODIS,54,6.1NRT,278.91,10.67,D
53.02686,115.66981,307.29,1.1,1.05,2025-04-01,0238,Terra,MODIS,65,6.1NRT,273.75,12.22,D
52.67272,113.76431,302.91,1.02,1.01,2025-04-01,0238,Terra,MODIS,51,6.1NRT,271.11,8.26,D
52.64633,113.15139,307.33,1.01,1,2025-04-01,0238,Terra,MODIS,59,6.1NRT,279.27,8.85,D
52.64416,113.16563,315.18,1.01,1,2025-04-01,0238,Terra,MODIS,75,6.1NRT,278.24,14.69,D
52.6355,113.16215,374.92,1.01,1,2025-04-01,0238,Terra,MODIS,100,6.1NRT,283.68,135.82,D
52.63333,113.17639,340.12,1.01,1,2025-04-01,0238,Terra,MODIS,92,6.1NRT,276.83,44.39,D
53.05787,117.70511,311.27,1.28,1.12,2025-04-01,0238,Terra,MODIS,71,6.1NRT,276.87,20.65,D
52.8379,116.89935,304.28,1.21,1.09,2025-04-01,0238,Terra,MODIS,58,6.1NRT,278.76,11.89,D
55.51802,90.21045,333.39,1.01,1.01,2025-04-01,0419,Terra,MODIS,73,6.1NRT,281.55,32.77,D
55.86835,94.97732,308.21,1.29,1.13,2025-04-01,0419,Terra,MODIS,63,6.1NRT,282.95,14.88,D
56.1627,92.67778,301.8,1.09,1.04,2025-04-01,0419,Terra,MODIS,39,6.1NRT,275.7,6.56,D
56.15387,92.67269,313.28,1.09,1.04,2025-04-01,0419,Terra,MODIS,73,6.1NRT,275.59,15.84,D
55.59339,94.74209,301.87,1.28,1.12,2025-04-01,0419,Terra,MODIS,49,6.1NRT,283.77,8.5,D
55.91985,87.88165,305.02,1.02,1.01,2025-04-01,0419,Terra,MODIS,60,6.1NRT,270.6,9.94,D
55.91776,87.89729,306.12,1.02,1.01,2025-04-01,0419,Terra,MODIS,63,6.1NRT,270.52,10.72,D
55.52903,90.19925,316.48,1.01,1.01,2025-04-01,0419,Terra,MODIS,49,6.1NRT,281.54,14.7,D
55.52666,90.21456,330.23,1.01,1.01,2025-04-01,0419,Terra,MODIS,87,6.1NRT,281.81,30.23,D
55.5204,90.19514,332.48,1.01,1.01,2025-04-01,0419,Terra,MODIS,61,6.1NRT,280.72,30.78,D
55.46437,90.31641,303.14,1.02,1.01,2025-04-01,0419,Terra,MODIS,55,6.1NRT,286.43,5.51,D
55.48432,90.12874,367.95,1.01,1.01,2025-04-01,0419,Terra,MODIS,100,6.1NRT,290.06,106.74,D
55.48195,90.14401,343.77,1.01,1.01,2025-04-01,0419,Terra,MODIS,63,6.1NRT,291.7,44.82,D
55.46659,90.11443,306.14,1.01,1.01,2025-04-01,0419,Terra,MODIS,61,6.1NRT,289.34,7.25,D
55.46423,90.1297,302.64,1.01,1.01,2025-04-01,0419,Terra,MODIS,47,6.1NRT,288.85,5.43,D
55.33266,89.83267,302.66,1.01,1,2025-04-01,0419,Terra,MODIS,53,6.1NRT,285.85,5.35,D
55.33034,89.84782,309.59,1.01,1,2025-04-01,0419,Terra,MODIS,69,6.1NRT,285.5,9.95,D
53.92266,92.74738,317.33,1.2,1.09,2025-04-01,0419,Terra,MODIS,78,6.1NRT,277.74,24.26,D
53.91969,91.82245,307.08,1.12,1.06,2025-04-01,0419,Terra,MODIS,61,6.1NRT,285.05,9.68,D
53.91688,91.8384,321.06,1.13,1.06,2025-04-01,0419,Terra,MODIS,81,6.1NRT,284.58,23.01,D
53.92119,91.64712,389.19,1.11,1.05,2025-04-01,0419,Terra,MODIS,100,6.1NRT,292.44,225.36,D
53.91836,91.66325,424.32,1.11,1.05,2025-04-01,0419,Terra,MODIS,100,6.1NRT,303.38,505.11,D
53.91222,91.64265,319.88,1.11,1.05,2025-04-01,0419,Terra,MODIS,80,6.1NRT,287.65,19.32,D
53.90939,91.65874,313.31,1.11,1.05,2025-04-01,0419,Terra,MODIS,65,6.1NRT,287.65,12.48,D
53.62116,91.90187,308.97,1.14,1.07,2025-04-01,0419,Terra,MODIS,68,6.1NRT,283.97,12.84,D
53.74259,91.09497,303.68,1.09,1.04,2025-04-01,0419,Terra,MODIS,14,6.1NRT,291.3,4.49,D
53.74442,91.02805,311.22,1.08,1.04,2025-04-01,0419,Terra,MODIS,62,6.1NRT,288.9,10.71,D
53.70435,91.10359,310.67,1.09,1.04,2025-04-01,0419,Terra,MODIS,68,6.1NRT,295.22,9.6,D
53.6818,90.5038,314.69,1.06,1.03,2025-04-01,0419,Terra,MODIS,71,6.1NRT,288.94,13.74,D
54.27765,86.21925,335.94,1.04,1.02,2025-04-01,0419,Terra,MODIS,90,6.1NRT,287.2,37.34,D
54.27568,86.23491,346.48,1.04,1.02,2025-04-01,0419,Terra,MODIS,95,6.1NRT,286.88,58.14,D
54.24905,86.15384,304,1.05,1.02,2025-04-01,0419,Terra,MODIS,38,6.1NRT,287.11,5.95,D
53.33694,91.95582,320.31,1.16,1.07,2025-04-01,0419,Terra,MODIS,76,6.1NRT,286.5,24.17,D
53.88147,87.25784,306.24,1.01,1,2025-04-01,0419,Terra,MODIS,63,6.1NRT,286.65,7.82,D
53.87945,87.27262,301.67,1.01,1,2025-04-01,0419,Terra,MODIS,37,6.1NRT,284.7,5.09,D
52.57488,85.3309,304.16,1.05,1.02,2025-04-01,0419,Terra,MODIS,52,6.1NRT,280.93,9.63,D
52.04462,83.40802,312.66,1.17,1.08,2025-04-01,0419,Terra,MODIS,73,6.1NRT,283.66,16.19,D
44.45267,132.24071,305.84,1.68,1.27,2025-04-01,0540,Aqua,MODIS,59,6.1NRT,274.23,15.29,D
44.43994,132.23763,300.15,1.68,1.27,2025-04-01,0540,Aqua,MODIS,11,6.1NRT,274.35,8.36,D
44.45114,132.23549,302.08,1.68,1.27,2025-04-01,0540,Aqua,MODIS,51,6.1NRT,274.18,11.58,D
44.0357,131.31544,302.27,1.48,1.2,2025-04-01,0540,Aqua,MODIS,27,6.1NRT,281.62,7.01,D
44.44283,133.47127,300.92,1.97,1.37,2025-04-01,0540,Aqua,MODIS,29,6.1NRT,284.31,10.62,D
52.93628,116.73881,324.49,1.28,1.12,2025-04-01,0542,Aqua,MODIS,32,6.1NRT,271.87,31.99,D
52.71268,114.81581,301.16,1.55,1.23,2025-04-01,0542,Aqua,MODIS,45,6.1NRT,273.29,13.5,D
53.00322,115.68662,319.21,1.4,1.17,2025-04-01,0542,Aqua,MODIS,40,6.1NRT,269.9,28.27,D
52.90139,115.11628,317.59,1.48,1.2,2025-04-01,0542,Aqua,MODIS,56,6.1NRT,271.77,31.56,D
52.93732,115.0724,304.63,1.49,1.2,2025-04-01,0542,Aqua,MODIS,54,6.1NRT,274.62,15.93,D
53.06692,113.35136,315.91,1.75,1.3,2025-04-01,0542,Aqua,MODIS,0,6.1NRT,269.72,38.38,D
52.66982,113.85023,306.23,1.71,1.28,2025-04-01,0542,Aqua,MODIS,60,6.1NRT,271.71,21.86,D
53.06156,113.32778,306.57,1.75,1.3,2025-04-01,0542,Aqua,MODIS,55,6.1NRT,271.48,22.43,D
52.63746,113.17239,353.45,1.83,1.33,2025-04-01,0542,Aqua,MODIS,83,6.1NRT,279.15,161.92,D
52.74832,113.98554,306.67,1.68,1.27,2025-04-01,0542,Aqua,MODIS,26,6.1NRT,277.09,17.5,D
52.67557,116.49266,308.42,1.33,1.14,2025-04-01,0542,Aqua,MODIS,51,6.1NRT,268.4,18.55,D
54.01665,60.32523,321,1.1,1.05,2025-04-01,0557,Terra,MODIS,81,6.1NRT,287.29,21.68,D
53.9994,59.97725,320.73,1.13,1.06,2025-04-01,0557,Terra,MODIS,80,6.1NRT,287.96,20.88,D
53.99753,59.9939,323.52,1.13,1.06,2025-04-01,0557,Terra,MODIS,82,6.1NRT,289.63,24.07,D
53.80167,60.8797,308.34,1.07,1.03,2025-04-01,0557,Terra,MODIS,67,6.1NRT,286.52,8.07,D
53.89648,59.98927,304.03,1.12,1.06,2025-04-01,0557,Terra,MODIS,57,6.1NRT,287.86,5.56,D
53.79268,60.87664,307.22,1.07,1.03,2025-04-01,0557,Terra,MODIS,65,6.1NRT,284.9,7.11,D
53.45974,59.02689,302.11,1.19,1.08,2025-04-01,0557,Terra,MODIS,44,6.1NRT,286.27,5.98,D
53.4579,59.04424,301.93,1.19,1.08,2025-04-01,0557,Terra,MODIS,38,6.1NRT,286,5.75,D
53.21866,58.79473,306.68,1.2,1.09,2025-04-01,0557,Terra,MODIS,64,6.1NRT,288.98,7.7,D
53.21683,58.81207,308.67,1.2,1.09,2025-04-01,0557,Terra,MODIS,67,6.1NRT,289.73,9.15,D
53.14426,58.99816,304.08,1.18,1.08,2025-04-01,0557,Terra,MODIS,36,6.1NRT,286.87,5.86,D
53.15373,59.00098,318.18,1.18,1.08,2025-04-01,0557,Terra,MODIS,78,6.1NRT,288.59,19.57,D
56.09338,63.42031,300.08,1.01,1.01,2025-04-01,0557,Terra,MODIS,25,6.1NRT,287.21,4.85,D
56.09127,63.43599,301.82,1.01,1.01,2025-04-01,0557,Terra,MODIS,49,6.1NRT,286.02,5.89,D
56.0379,60.78636,300.13,1.13,1.06,2025-04-01,0557,Terra,MODIS,27,6.1NRT,281.8,6.7,D
55.25322,65.88779,316.73,1.03,1.01,2025-04-01,0557,Terra,MODIS,73,6.1NRT,286.54,15.86,D
55.1449,64.31953,306.36,1,1,2025-04-01,0557,Terra,MODIS,63,6.1NRT,288.18,6.92,D
54.92649,65.39602,308.18,1.02,1.01,2025-04-01,0557,Terra,MODIS,67,6.1NRT,289.51,8.25,D
54.92412,65.41117,328.33,1.02,1.01,2025-04-01,0557,Terra,MODIS,86,6.1NRT,287.56,27.47,D
55.11442,63.94753,315.61,1,1,2025-04-01,0557,Terra,MODIS,66,6.1NRT,288.95,13.31,D
54.98618,64.81932,300.57,1.01,1,2025-04-01,0557,Terra,MODIS,39,6.1NRT,288.98,3.31,D
55.09498,63.95517,309.46,1,1,2025-04-01,0557,Terra,MODIS,57,6.1NRT,288.12,8.32,D
55.28468,61.45982,311.67,1.07,1.03,2025-04-01,0557,Terra,MODIS,72,6.1NRT,289.01,11.06,D
55.04441,61.53867,303.7,1.06,1.03,2025-04-01,0557,Terra,MODIS,49,6.1NRT,287.57,5.93,D
55.04244,61.5547,308.47,1.06,1.03,2025-04-01,0557,Terra,MODIS,67,6.1NRT,287.06,9.13,D
55.35786,51.19497,300.04,2.73,1.58,2025-04-01,0557,Terra,MODIS,20,6.1NRT,280.05,23.83,D
54.01857,60.30885,301.56,1.1,1.05,2025-04-01,0557,Terra,MODIS,48,6.1NRT,287.36,4.75,D
51.74259,48.15868,300.4,3.62,1.78,2025-04-01,0559,Terra,MODIS,27,6.1NRT,281.94,31.18,D
51.87252,54.76313,305.92,1.69,1.28,2025-04-01,0559,Terra,MODIS,62,6.1NRT,288.12,13.32,D
50.35606,103.2797,303.71,1.26,1.12,2025-04-01,0720,Aqua,MODIS,35,6.1NRT,286.76,8.19,D
50.34628,103.28201,309.34,1.26,1.12,2025-04-01,0720,Aqua,MODIS,63,6.1NRT,288.07,13.44,D
50.63675,106.21649,309.84,1.72,1.29,2025-04-01,0720,Aqua,MODIS,67,6.1NRT,282.36,19.82,D
52.85814,112.3845,319.16,3.71,1.8,2025-04-01,0720,Aqua,MODIS,60,6.1NRT,272.03,126.81,D
50.70228,90.2964,309.8,1.75,1.3,2025-04-01,0720,Aqua,MODIS,62,6.1NRT,284.15,26.7,D
50.71305,90.29017,311.94,1.75,1.3,2025-04-01,0720,Aqua,MODIS,72,6.1NRT,282.97,30.03,D
52.50123,99.87387,300.9,1.05,1.03,2025-04-01,0720,Aqua,MODIS,31,6.1NRT,284.49,5.98,D
51.0992,90.23878,308.09,1.71,1.28,2025-04-01,0720,Aqua,MODIS,51,6.1NRT,293.53,11.01,D
53.15151,91.30568,322.75,1.35,1.15,2025-04-01,0722,Aqua,MODIS,52,6.1NRT,292.52,25.32,D
54.08198,99.64131,325.39,1.08,1.04,2025-04-01,0722,Aqua,MODIS,84,6.1NRT,292.52,26.28,D
54.08004,99.62563,302.77,1.08,1.04,2025-04-01,0722,Aqua,MODIS,41,6.1NRT,292.16,5.33,D
54.4818,100.80814,323.78,1.17,1.08,2025-04-01,0722,Aqua,MODIS,83,6.1NRT,286.36,27.92,D
54.47981,100.79071,303.78,1.17,1.07,2025-04-01,0722,Aqua,MODIS,57,6.1NRT,287.4,7.77,D
54.4841,100.7822,300.34,1.17,1.07,2025-04-01,0722,Aqua,MODIS,35,6.1NRT,287.43,5.63,D
53.14948,91.34897,314.19,1.35,1.15,2025-04-01,0722,Aqua,MODIS,53,6.1NRT,294.07,14.55,D
53.14566,91.33012,318.17,1.35,1.15,2025-04-01,0722,Aqua,MODIS,74,6.1NRT,293.81,19.76,D
53.15915,91.34346,382.04,1.35,1.15,2025-04-01,0722,Aqua,MODIS,100,6.1NRT,297.83,244.95,D
53.15533,91.32458,363.04,1.35,1.15,2025-04-01,0722,Aqua,MODIS,100,6.1NRT,296.83,141.98,D
54.27032,86.2428,338.54,2.04,1.39,2025-04-01,0722,Aqua,MODIS,91,6.1NRT,289.38,109.91,D
54.28873,86.26291,331.55,2.03,1.39,2025-04-01,0722,Aqua,MODIS,80,6.1NRT,286.97,77.44,D
54.28166,86.23448,352.88,2.04,1.39,2025-04-01,0722,Aqua,MODIS,97,6.1NRT,290.34,182.69,D
54.29992,86.25407,342.47,2.03,1.39,2025-04-01,0722,Aqua,MODIS,93,6.1NRT,288.76,127.36,D
54.3181,86.27348,319.63,2.02,1.39,2025-04-01,0722,Aqua,MODIS,79,6.1NRT,285.9,44.93,D
54.31115,86.24535,341.99,2.03,1.39,2025-04-01,0722,Aqua,MODIS,93,6.1NRT,287.92,126.85,D
55.60084,90.15762,313.27,1.3,1.13,2025-04-01,0722,Aqua,MODIS,73,6.1NRT,286.49,18.86,D
53.14768,91.28677,353.96,1.36,1.15,2025-04-01,0722,Aqua,MODIS,97,6.1NRT,294.78,107.05,D
53.14384,91.26782,320.77,1.36,1.15,2025-04-01,0722,Aqua,MODIS,80,6.1NRT,293.27,24.52,D
53.15737,91.2812,326.59,1.36,1.15,2025-04-01,0722,Aqua,MODIS,56,6.1NRT,293.22,31.94,D
53.92942,92.74681,305.59,1.16,1.07,2025-04-01,0722,Aqua,MODIS,59,6.1NRT,283.24,11.06,D
53.70684,91.09864,307.83,1.34,1.15,2025-04-01,0722,Aqua,MODIS,48,6.1NRT,295.31,7.56,D
53.90168,91.91602,321.06,1.24,1.11,2025-04-01,0722,Aqua,MODIS,81,6.1NRT,289.9,24.15,D
53.89822,91.89831,346.62,1.24,1.11,2025-04-01,0722,Aqua,MODIS,95,6.1NRT,292.11,75.07,D
53.89474,91.88046,312.31,1.24,1.11,2025-04-01,0722,Aqua,MODIS,72,6.1NRT,290.27,13.07,D
53.74583,91.02688,308.86,1.34,1.15,2025-04-01,0722,Aqua,MODIS,59,6.1NRT,293.87,10.38,D
53.92509,91.82339,304.13,1.24,1.11,2025-04-01,0722,Aqua,MODIS,44,6.1NRT,291.55,6.28,D
54.09785,92.04697,300.75,1.21,1.1,2025-04-01,0722,Aqua,MODIS,41,6.1NRT,288.22,5.62,D
53.88391,87.26089,304.12,1.9,1.35,2025-04-01,0722,Aqua,MODIS,55,6.1NRT,289.65,15.16,D
55.94071,98.06319,307.05,1.04,1.02,2025-04-01,0722,Aqua,MODIS,65,6.1NRT,283.8,9.72,D
55.93861,98.04708,318.02,1.04,1.02,2025-04-01,0722,Aqua,MODIS,78,6.1NRT,285.3,18.46,D
55.60126,94.75353,304.74,1.01,1.01,2025-04-01,0722,Aqua,MODIS,58,6.1NRT,288.13,5.95,D
55.59881,94.73821,373.94,1.01,1.01,2025-04-01,0722,Aqua,MODIS,100,6.1NRT,291.91,133.25,D
55.59636,94.72289,310.86,1.02,1.01,2025-04-01,0722,Aqua,MODIS,71,6.1NRT,287.15,10.43,D
55.07924,90.75767,304.89,1.28,1.12,2025-04-01,0722,Aqua,MODIS,56,6.1NRT,287.98,7.97,D
54.28587,86.26883,318.95,2.03,1.39,2025-04-01,0722,Aqua,MODIS,25,6.1NRT,287.07,39.08,D
54.27899,86.24058,374.03,2.04,1.39,2025-04-01,0722,Aqua,MODIS,100,6.1NRT,292.23,360.48,D
55.09286,45.56038,301.19,1.33,1.14,2025-04-01,0735,Terra,MODIS,43,6.1NRT,272.59,8.73,D
55.50835,48.15347,300.86,1.63,1.26,2025-04-01,0735,Terra,MODIS,42,6.1NRT,278.34,9.11,D
54.5722,50.8889,307.28,2.29,1.46,2025-04-01,0735,Terra,MODIS,65,6.1NRT,277.83,32.68,D
57.15987,29.91198,301.89,2,1.38,2025-04-01,0735,Terra,MODIS,50,6.1NRT,285.01,15.7,D
59.49356,30.14467,310.89,2.07,1.4,2025-04-01,0735,Terra,MODIS,71,6.1NRT,284.32,32.47,D
59.49146,30.13862,302.9,2.07,1.4,2025-04-01,0735,Terra,MODIS,47,6.1NRT,284.46,18.05,D
55.29533,50.24339,309.34,2.02,1.39,2025-04-01,0735,Terra,MODIS,65,6.1NRT,272.14,33.4,D
53.87868,45.94408,311.34,1.48,1.2,2025-04-01,0737,Terra,MODIS,58,6.1NRT,284.97,18.12,D
53.87931,45.91408,314.47,1.48,1.2,2025-04-01,0737,Terra,MODIS,75,6.1NRT,284.08,23.7,D
53.875,45.935,365.16,1.48,1.2,2025-04-01,0737,Terra,MODIS,100,6.1NRT,287.19,181.19,D
53.8707,45.95589,304.86,1.48,1.2,2025-04-01,0737,Terra,MODIS,37,6.1NRT,284.42,10.7,D
53.87432,44.65891,301.98,1.32,1.14,2025-04-01,0737,Terra,MODIS,41,6.1NRT,276.97,7.47,D
52.10324,48.32398,311.51,2.13,1.42,2025-04-01,0737,Terra,MODIS,49,6.1NRT,283.9,25.55,D
51.74572,48.14614,310.13,2.15,1.42,2025-04-01,0737,Terra,MODIS,70,6.1NRT,290,23.79,D
51.73883,48.17461,304.96,2.15,1.43,2025-04-01,0737,Terra,MODIS,47,6.1NRT,288.37,14.33,D
51.74449,48.13991,308.07,2.15,1.42,2025-04-01,0737,Terra,MODIS,64,6.1NRT,289.9,20.21,D
51.73774,48.16846,308.15,2.15,1.43,2025-04-01,0737,Terra,MODIS,63,6.1NRT,288.3,21.45,D
50.76675,48.22363,300.84,2.33,1.48,2025-04-01,0737,Terra,MODIS,0,6.1NRT,286.36,7.87,D
43.36202,46.95792,314.63,3.47,1.75,2025-04-01,0739,Terra,MODIS,72,6.1NRT,292.61,63.35,D
43.3655,46.95463,311.44,3.47,1.75,2025-04-01,0739,Terra,MODIS,58,6.1NRT,292.89,43.58,D
44.04182,42.74457,305.18,1.93,1.36,2025-04-01,0739,Terra,MODIS,55,6.1NRT,291.39,10.01,D
44.03178,42.75809,305.01,1.93,1.36,2025-04-01,0739,Terra,MODIS,59,6.1NRT,292.23,10.33,D
44.03032,42.70637,305.29,1.92,1.35,2025-04-01,0739,Terra,MODIS,55,6.1NRT,292.12,10.31,D
44.00237,41.82452,307.66,1.72,1.29,2025-04-01,0739,Terra,MODIS,66,6.1NRT,294.82,11.51,D
51.4358,60.92086,352.27,2.75,1.59,2025-04-01,0858,Aqua,MODIS,97,6.1NRT,296.84,284.49,D
51.42625,60.88512,323.84,2.76,1.59,2025-04-01,0858,Aqua,MODIS,83,6.1NRT,293.2,83.6,D
51.44991,60.94552,322.51,2.74,1.58,2025-04-01,0858,Aqua,MODIS,38,6.1NRT,294.06,69.43,D
51.44025,60.91006,337.29,2.75,1.59,2025-04-01,0858,Aqua,MODIS,90,6.1NRT,294.84,154.88,D
51.44525,60.95626,315.75,2.74,1.58,2025-04-01,0858,Aqua,MODIS,68,6.1NRT,293.85,47.02,D
53.87188,59.97671,341.84,2.48,1.52,2025-04-01,0900,Aqua,MODIS,87,6.1NRT,289.13,166.32,D
53.88391,59.96643,313.16,2.48,1.52,2025-04-01,0900,Aqua,MODIS,58,6.1NRT,292.03,36.53,D
53.87943,59.9661,315.18,2.48,1.52,2025-04-01,0900,Aqua,MODIS,40,6.1NRT,290.45,40.39,D
54.00848,60.3433,311.52,2.36,1.48,2025-04-01,0900,Aqua,MODIS,71,6.1NRT,292.11,29.95,D
54.00012,59.98781,308.81,2.45,1.51,2025-04-01,0900,Aqua,MODIS,68,6.1NRT,292.21,23.62,D
54.00007,60.3112,319.17,2.37,1.49,2025-04-01,0900,Aqua,MODIS,79,6.1NRT,293.43,52.31,D
53.94286,60.03852,307.3,2.45,1.51,2025-04-01,0900,Aqua,MODIS,65,6.1NRT,291.86,20.33,D
53.98314,59.96865,312.44,2.46,1.51,2025-04-01,0900,Aqua,MODIS,47,6.1NRT,291.88,29.63,D
53.934,60.00505,323.29,2.46,1.51,2025-04-01,0900,Aqua,MODIS,82,6.1NRT,291.73,71.22,D
53.99133,59.95481,313.86,2.46,1.51,2025-04-01,0900,Aqua,MODIS,74,6.1NRT,291.25,38.07,D
52.02102,59.9666,312.12,2.9,1.62,2025-04-01,0900,Aqua,MODIS,71,6.1NRT,292.11,42.54,D
52.03417,59.95709,319.63,2.9,1.62,2025-04-01,0900,Aqua,MODIS,79,6.1NRT,291.25,74.2,D
51.23112,57.15191,311.08,4.17,1.89,2025-04-01,0900,Aqua,MODIS,71,6.1NRT,290.92,66.23,D
51.24587,57.13925,310.42,4.17,1.89,2025-04-01,0900,Aqua,MODIS,70,6.1NRT,290.33,63.5,D
51.22976,57.08707,305.15,4.19,1.9,2025-04-01,0900,Aqua,MODIS,48,6.1NRT,290.56,36.25,D
51.23588,57.14554,318.42,4.17,1.89,2025-04-01,0900,Aqua,MODIS,78,6.1NRT,291.01,113.68,D
51.21939,57.09317,306.63,4.19,1.9,2025-04-01,0900,Aqua,MODIS,48,6.1NRT,290.74,42.3,D
53.44974,59.01277,300.9,2.83,1.61,2025-04-01,0900,Aqua,MODIS,37,6.1NRT,288.62,13.16,D
54.25718,61.60109,330.3,2.04,1.39,2025-04-01,0900,Aqua,MODIS,75,6.1NRT,286.57,81.45,D
57.93524,60.03465,313.01,1.76,1.3,2025-04-01,0902,Aqua,MODIS,73,6.1NRT,287.79,25.98,D
57.94166,60.06149,317.1,1.75,1.3,2025-04-01,0902,Aqua,MODIS,77,6.1NRT,286.88,34.08,D
58.67623,29.95653,303.85,2.27,1.46,2025-04-01,0911,Terra,MODIS,57,6.1NRT,285.54,21.5,D
43.36125,46.94137,316.18,1.38,1.16,2025-04-01,1034,Aqua,MODIS,75,6.1NRT,297.24,15.46,D
41.67299,47.72986,350.02,1.37,1.16,2025-04-01,1034,Aqua,MODIS,95,6.1NRT,281.72,96.03,D
43.62598,46.69595,307.92,1.4,1.17,2025-04-01,1034,Aqua,MODIS,57,6.1NRT,297.06,6.21,D
51.25267,57.15483,315.56,1.8,1.32,2025-04-01,1036,Aqua,MODIS,73,6.1NRT,289.31,26.08,D
51.1584,60.83222,313.87,2.76,1.59,2025-04-01,1036,Aqua,MODIS,72,6.1NRT,293.09,45.51,D
51.14766,60.829,306.58,2.76,1.59,2025-04-01,1036,Aqua,MODIS,52,6.1NRT,293.4,21.32,D
51.16175,60.82738,309.27,2.76,1.59,2025-04-01,1036,Aqua,MODIS,66,6.1NRT,292.88,29.42,D
51.44196,60.86327,307.08,2.79,1.6,2025-04-01,1036,Aqua,MODIS,45,6.1NRT,292.46,20.79,D
51.43288,60.85607,307.05,2.79,1.6,2025-04-01,1036,Aqua,MODIS,54,6.1NRT,293.34,21.08,D
51.08229,55.38269,307.74,1.48,1.2,2025-04-01,1036,Aqua,MODIS,57,6.1NRT,295.08,7.98,D
51.25076,57.12981,307.93,1.8,1.31,2025-04-01,1036,Aqua,MODIS,31,6.1NRT,290.03,12.34,D
51.0631,54.13521,304.31,1.31,1.13,2025-04-01,1036,Aqua,MODIS,27,6.1NRT,291.99,5.04,D
51.19613,55.05918,310.43,1.43,1.18,2025-04-01,1036,Aqua,MODIS,66,6.1NRT,294.84,10.45,D
51.26718,53.63946,308.14,1.26,1.11,2025-04-01,1036,Aqua,MODIS,56,6.1NRT,291.66,7.04,D
51.89708,59.5106,320.6,2.41,1.5,2025-04-01,1036,Aqua,MODIS,80,6.1NRT,292.43,56,D
51.89424,59.50309,328.03,2.41,1.5,2025-04-01,1036,Aqua,MODIS,85,6.1NRT,293.41,81.95,D
52.02548,59.94666,308.35,2.54,1.53,2025-04-01,1036,Aqua,MODIS,67,6.1NRT,293.06,24.67,D
52.03905,59.94482,303.51,2.54,1.53,2025-04-01,1036,Aqua,MODIS,39,6.1NRT,291.33,11.97,D
52.03202,59.9411,311.52,2.54,1.53,2025-04-01,1036,Aqua,MODIS,71,6.1NRT,292.76,34.46,D
52.0482,59.72318,333.79,2.48,1.52,2025-04-01,1036,Aqua,MODIS,89,6.1NRT,293.91,120.39,D
52.04635,59.68783,310.12,2.47,1.51,2025-04-01,1036,Aqua,MODIS,69,6.1NRT,293.31,28.05,D
51.87714,54.76133,313.44,1.42,1.18,2025-04-01,1036,Aqua,MODIS,70,6.1NRT,295.68,12.8,D
50.61598,45.29672,310.4,1.17,1.07,2025-04-01,1036,Aqua,MODIS,70,6.1NRT,280.84,12.12,D
51.0146,47.20087,314.7,1.03,1.02,2025-04-01,1036,Aqua,MODIS,75,6.1NRT,285.7,11.53,D
51.25392,48.29855,310.24,1,1,2025-04-01,1036,Aqua,MODIS,67,6.1NRT,294.69,6.04,D
51.6685,49.93626,317.83,1.02,1.01,2025-04-01,1036,Aqua,MODIS,75,6.1NRT,294.55,12.6,D
51.50713,48.49477,306.77,1,1,2025-04-01,1036,Aqua,MODIS,57,6.1NRT,294.74,3.84,D
51.24047,45.7616,304.63,1.1,1.05,2025-04-01,1036,Aqua,MODIS,43,6.1NRT,282.9,7.93,D
51.74442,48.14619,313.38,1,1,2025-04-01,1036,Aqua,MODIS,66,6.1NRT,278.32,13.15,D
51.74229,48.13224,308.9,1,1,2025-04-01,1036,Aqua,MODIS,58,6.1NRT,278.98,9.73,D
51.93438,47.91811,307.37,1,1,2025-04-01,1036,Aqua,MODIS,45,6.1NRT,283.15,5.93,D
52.9772,55.72329,322.14,1.62,1.25,2025-04-01,1036,Aqua,MODIS,81,6.1NRT,291.62,36.41,D
52.97517,55.69907,316.53,1.62,1.25,2025-04-01,1036,Aqua,MODIS,76,6.1NRT,290.33,26.42,D
52.42556,49.70268,310.93,1.02,1.01,2025-04-01,1036,Aqua,MODIS,63,6.1NRT,296.41,5.55,D
53.36426,59.08543,312.15,2.38,1.49,2025-04-01,1036,Aqua,MODIS,55,6.1NRT,290.93,30.96,D
52.6921,51.10498,314.8,1.09,1.04,2025-04-01,1036,Aqua,MODIS,69,6.1NRT,298.52,8.9,D
52.69017,51.08942,326.14,1.09,1.04,2025-04-01,1036,Aqua,MODIS,82,6.1NRT,297.6,21.23,D
53.4841,60.40555,309.95,2.76,1.59,2025-04-01,1036,Aqua,MODIS,69,6.1NRT,294.6,28.96,D
53.48222,60.36414,347.12,2.75,1.59,2025-04-01,1036,Aqua,MODIS,95,6.1NRT,296.67,234.48,D
53.47163,60.36102,309.28,2.75,1.59,2025-04-01,1036,Aqua,MODIS,22,6.1NRT,295.37,25.81,D
53.4874,60.40093,313.13,2.76,1.59,2025-04-01,1036,Aqua,MODIS,71,6.1NRT,293.89,39.45,D
